Chromosome	Strand	CpG Island ID	Segment ID	CpG Island Start (bp)	CpG Island End (bp)
11	NA	10160_CpG:84_strong-island	10160_CpG:84_strong-island	45665203	45666046
11	NA	10161_CpG:94_strong-island	10161_CpG:94_strong-island	45757812	45758627
11	NA	10162_CpG:30_strong-island	10162_CpG:30_strong-island	45768665	45769038
11	NA	10163_CpG:91_strong-island	10163_CpG:91_strong-island	45793559	45794446
11	NA	10164_CpG:31_strong-island	10164_CpG:31_strong-island	45869521	45869852
11	NA	10165_CpG:36_weak-island	10165_CpG:36_weak-island	45979696	45980103
11	NA	10166_CpG:62_weak-island	10166_CpG:62_weak-island	46125166	46125960
11	NA	10167_CpG:67_strong-island	10167_CpG:67_strong-island	46250417	46251156
11	NA	10168_CpG:86_strong-island	10168_CpG:86_strong-island	47801910	47802674
11	NA	10169_CpG:16_strong-island	10169_CpG:16_strong-island	48567175	48567380
11	NA	10170_CpG:37_strong-island	10170_CpG:37_strong-island	48613815	48614265
11	NA	10171_CpG:81_weak-island	10171_CpG:81_weak-island	48630187	48631053
11	NA	10172_CpG:73_strong-island	10172_CpG:73_strong-island	48650892	48651532
11	NA	10173_CpG:18_strong-island	10173_CpG:18_strong-island	48663043	48663249
11	NA	10174_CpG:25_strong-island	10174_CpG:25_strong-island	48668912	48669257
11	NA	10175_CpG:51_strong-island	10175_CpG:51_strong-island	48982620	48983138
11	NA	10176_CpG:47_strong-island	10176_CpG:47_strong-island	49016885	49017340
11	NA	10177_CpG:53_weak-island	10177_CpG:53_weak-island	49057373	49057955
11	NA	10178_CpG:32_weak-island	10178_CpG:32_weak-island	49063980	49064361
11	NA	10179_CpG:51_weak-island	10179_CpG:51_weak-island	49423234	49423831
11	NA	10180_CpG:30_weak-island	10180_CpG:30_weak-island	49447493	49447903
11	NA	10181_CpG:109_strong-island	10181_CpG:109_strong-island	49525524	49526459
11	NA	10182_CpG:57_weak-island	10182_CpG:57_weak-island	49607663	49608494
11	NA	10183_CpG:72_weak-island	10183_CpG:72_weak-island	49659901	49660774
11	NA	10184_CpG:100_strong-island	10184_CpG:100_strong-island	49715084	49715762
11	NA	10185_CpG:97_strong-island	10185_CpG:97_strong-island	49838410	49839256
11	NA	10186_CpG:60_strong-island	10186_CpG:60_strong-island	49944771	49945223
11	NA	10187_CpG:27_weak-island	10187_CpG:27_weak-island	49988164	49988518
11	NA	10188_CpG:58_strong-island	10188_CpG:58_strong-island	50023779	50024443
11	NA	10189_CpG:40_strong-island	10189_CpG:40_strong-island	50038677	50038952
11	NA	10190_CpG:20_weak-island	10190_CpG:20_weak-island	50039194	50039448
11	NA	10191_CpG:31_strong-island	10191_CpG:31_strong-island	50044468	50044824
11	NA	10192_CpG:20_weak-island	10192_CpG:20_weak-island	50048257	50048480
11	NA	10193_CpG:94_weak-island	10193_CpG:94_weak-island	50049933	50051002
11	NA	10194_CpG:98_strong-island	10194_CpG:98_strong-island	50105136	50106120
11	NA	10195_CpG:83_strong-island	10195_CpG:83_strong-island	50138771	50139492
11	NA	10196_CpG:73_strong-island	10196_CpG:73_strong-island	50172593	50173367
11	NA	10197_CpG:143_strong-island	10197_CpG:143_strong-island	50190401	50192099
11	NA	10198_CpG:54_strong-island	10198_CpG:54_strong-island	50244138	50244673
11	NA	10199_CpG:156_strong-island	10199_CpG:156_strong-island	50415201	50417039
11	NA	10200_CpG:36_strong-island	10200_CpG:36_strong-island	50640948	50641322
11	NA	10201_CpG:80_strong-island	10201_CpG:80_strong-island	50664508	50665173
11	NA	10202_CpG:29_weak-island	10202_CpG:29_weak-island	50673123	50673559
11	NA	10203_CpG:46_weak-island	10203_CpG:46_weak-island	50729217	50729747
11	NA	10204_CpG:25_strong-island	10204_CpG:25_strong-island	50872774	50872998
11	NA	10205_CpG:91_strong-island	10205_CpG:91_strong-island	51076372	51077232
11	NA	10206_CpG:96_strong-island	10206_CpG:96_strong-island	51103269	51103966
11	NA	10207_CpG:54_strong-island	10207_CpG:54_strong-island	51397998	51398512
11	NA	10208_CpG:137_strong-island	10208_CpG:137_strong-island	51419494	51420600
11	NA	10209_CpG:40_strong-island	10209_CpG:40_strong-island	51433252	51433610
11	NA	10210_CpG:51_strong-island	10210_CpG:51_strong-island	51449117	51449549
11	NA	10211_CpG:84_strong-island	10211_CpG:84_strong-island	51463914	51464641
11	NA	10212_CpG:47_strong-island	10212_CpG:47_strong-island	51502128	51502668
11	NA	10213_CpG:87_strong-island	10213_CpG:87_strong-island	51569469	51570324
11	NA	10214_CpG:22_strong-island	10214_CpG:22_strong-island	51577105	51577348
11	NA	10215_CpG:146_strong-island	10215_CpG:146_strong-island	51669829	51671991
11	NA	10216_CpG:46_strong-island	10216_CpG:46_strong-island	51781068	51781399
11	NA	10217_CpG:61_strong-island	10217_CpG:61_strong-island	51813650	51814311
11	NA	10218_CpG:32_strong-island	10218_CpG:32_strong-island	51817638	51817948
11	NA	10219_CpG:137_strong-island	10219_CpG:137_strong-island	51912038	51913149
11	NA	10220_CpG:33_weak-island	10220_CpG:33_weak-island	51981286	51981637
11	NA	10221_CpG:80_strong-island	10221_CpG:80_strong-island	52045244	52045975
11	NA	10222_CpG:80_strong-island	10222_CpG:80_strong-island	52096136	52096891
11	NA	10223_CpG:18_strong-island	10223_CpG:18_strong-island	52127726	52127949
11	NA	10224_CpG:111_strong-island	10224_CpG:111_strong-island	52174006	52175368
11	NA	10225_CpG:52_strong-island	10225_CpG:52_strong-island	52209835	52210325
11	NA	10226_CpG:91_strong-island	10226_CpG:91_strong-island	52578020	52578775
11	NA	10227_CpG:124_strong-island	10227_CpG:124_strong-island	53113120	53114264
11	NA	10228_CpG:17_weak-island	10228_CpG:17_weak-island	53138106	53138319
11	NA	10229_CpG:110_strong-island	10229_CpG:110_strong-island	53163834	53164797
11	NA	10230_CpG:69_strong-island	10230_CpG:69_strong-island	53243972	53244764
11	NA	10231_CpG:49_strong-island	10231_CpG:49_strong-island	53270555	53271049
11	NA	10232_CpG:62_strong-island	10232_CpG:62_strong-island	53276822	53277462
11	NA	10233_CpG:32_weak-island	10233_CpG:32_weak-island	53279923	53280398
11	NA	10234_CpG:155_strong-island	10234_CpG:155_strong-island	53292105	53293561
11	NA	10235_CpG:58_strong-island	10235_CpG:58_strong-island	53333248	53333772
11	NA	10236_CpG:62_strong-island	10236_CpG:62_strong-island	53380751	53381354
11	NA	10237_CpG:33_strong-island	10237_CpG:33_strong-island	53449742	53450000
11	NA	10238_CpG:67_strong-island	10238_CpG:67_strong-island	53520214	53520913
11	NA	10239_CpG:93_strong-island	10239_CpG:93_strong-island	53583398	53584159
11	NA	10240_CpG:40_strong-island	10240_CpG:40_strong-island	53672526	53672920
11	NA	10241_CpG:82_weak-island	10241_CpG:82_weak-island	53704581	53705563
11	NA	10242_CpG:91_strong-island	10242_CpG:91_strong-island	53793052	53793998
11	NA	10243_CpG:70_weak-island	10243_CpG:70_weak-island	53841196	53842078
11	NA	10244_CpG:59_strong-island	10244_CpG:59_strong-island	53914297	53914874
11	NA	10245_CpG:49_weak-island	10245_CpG:49_weak-island	54117411	54117970
11	NA	10246_CpG:89_strong-island	10246_CpG:89_strong-island	54251488	54252159
11	NA	10247_CpG:78_strong-island	10247_CpG:78_strong-island	54335926	54336673
11	NA	10248_CpG:96_strong-island	10248_CpG:96_strong-island	54600534	54601450
11	NA	10249_CpG:28_strong-island	10249_CpG:28_strong-island	54674080	54674425
11	NA	10250_CpG:98_strong-island	10250_CpG:98_strong-island	54679837	54680486
11	NA	10251_CpG:21_weak-island	10251_CpG:21_weak-island	54716274	54716535
11	NA	10252_CpG:56_strong-island	10252_CpG:56_strong-island	54769245	54769806
11	NA	10253_CpG:27_strong-island	10253_CpG:27_strong-island	54846752	54847009
11	NA	10254_CpG:28_strong-island	10254_CpG:28_strong-island	54911518	54911789
11	NA	10255_CpG:22_strong-island	10255_CpG:22_strong-island	55017744	55018020
11	NA	10256_CpG:35_strong-island	10256_CpG:35_strong-island	55274436	55274791
11	NA	10257_CpG:74_strong-island	10257_CpG:74_strong-island	55283139	55283664
11	NA	10258_CpG:24_strong-island	10258_CpG:24_strong-island	56272837	56273100
11	NA	10259_CpG:64_strong-island	10259_CpG:64_strong-island	57331737	57332375
11	NA	10260_CpG:17_strong-island	10260_CpG:17_strong-island	57372760	57372980
11	NA	10261_CpG:74_strong-island	10261_CpG:74_strong-island	57458455	57459237
11	NA	10262_CpG:88_strong-island	10262_CpG:88_strong-island	57614987	57615936
11	NA	10263_CpG:59_strong-island	10263_CpG:59_strong-island	57640998	57641666
11	NA	10264_CpG:28_strong-island	10264_CpG:28_strong-island	57642926	57643177
11	NA	10265_CpG:25_weak-island	10265_CpG:25_weak-island	57644909	57645236
11	NA	10266_CpG:29_strong-island	10266_CpG:29_strong-island	57650467	57650757
11	NA	10267_CpG:21_weak-island	10267_CpG:21_weak-island	57822117	57822329
11	NA	10268_CpG:133_strong-island	10268_CpG:133_strong-island	57822713	57823594
11	NA	10269_CpG:33_weak-island	10269_CpG:33_weak-island	57911230	57911644
11	NA	10270_CpG:79_strong-island	10270_CpG:79_strong-island	57917281	57918207
11	NA	10271_CpG:64_strong-island	10271_CpG:64_strong-island	57981659	57982114
11	NA	10272_CpG:15_weak-island	10272_CpG:15_weak-island	57985331	57985545
11	NA	10273_CpG:22_weak-island	10273_CpG:22_weak-island	58052961	58053266
11	NA	10274_CpG:20_strong-island	10274_CpG:20_strong-island	58116297	58116546
11	NA	10275_CpG:62_strong-island	10275_CpG:62_strong-island	58120533	58121181
11	NA	10276_CpG:51_strong-island	10276_CpG:51_strong-island	58136404	58136942
11	NA	10277_CpG:57_strong-island	10277_CpG:57_strong-island	58143631	58144390
11	NA	10278_CpG:26_weak-island	10278_CpG:26_weak-island	58453976	58454264
11	NA	10279_CpG:19_strong-island	10279_CpG:19_strong-island	58660639	58660877
11	NA	10280_CpG:22_strong-island	10280_CpG:22_strong-island	58680675	58680919
11	NA	10281_CpG:25_strong-island	10281_CpG:25_strong-island	58717541	58717806
11	NA	10282_CpG:49_strong-island	10282_CpG:49_strong-island	58751889	58752251
11	NA	10283_CpG:30_strong-island	10283_CpG:30_strong-island	58762528	58762837
11	NA	10284_CpG:85_strong-island	10284_CpG:85_strong-island	58767396	58768561
11	NA	10285_CpG:46_strong-island	10285_CpG:46_strong-island	58775297	58775717
11	NA	10286_CpG:31_strong-island	10286_CpG:31_strong-island	58790775	58791100
11	NA	10287_CpG:76_strong-island	10287_CpG:76_strong-island	58791397	58792198
11	NA	10288_CpG:16_weak-island	10288_CpG:16_weak-island	58919802	58920032
11	NA	10289_CpG:146_strong-island	10289_CpG:146_strong-island	58948024	58949860
11	NA	10290_CpG:48_strong-island	10290_CpG:48_strong-island	58976812	58977272
11	NA	10291_CpG:101_strong-island	10291_CpG:101_strong-island	58989926	58990856
11	NA	10292_CpG:55_strong-island	10292_CpG:55_strong-island	59005116	59005636
11	NA	10293_CpG:45_strong-island	10293_CpG:45_strong-island	59015790	59016302
11	NA	10294_CpG:62_strong-island	10294_CpG:62_strong-island	59021691	59022217
11	NA	10295_CpG:118_strong-island	10295_CpG:118_strong-island	59040899	59042038
11	NA	10296_CpG:30_strong-island	10296_CpG:30_strong-island	59063222	59063532
11	NA	10297_CpG:47_strong-island	10297_CpG:47_strong-island	59077563	59078123
11	NA	10298_CpG:133_weak-island	10298_CpG:133_weak-island	59102415	59104319
11	NA	10299_CpG:119_strong-island	10299_CpG:119_strong-island	59119913	59121173
11	NA	10300_CpG:66_weak-island	10300_CpG:66_weak-island	59263371	59264193
11	NA	10301_CpG:24_strong-island	10301_CpG:24_strong-island	59285656	59285908
11	NA	10302_CpG:61_weak-island	10302_CpG:61_weak-island	59319510	59320307
11	NA	10303_CpG:94_strong-island	10303_CpG:94_strong-island	59475649	59476518
11	NA	10304_CpG:51_weak-island	10304_CpG:51_weak-island	59600692	59601240
11	NA	10305_CpG:40_strong-island	10305_CpG:40_strong-island	59623211	59623561
11	NA	10306_CpG:54_weak-island	10306_CpG:54_weak-island	59652664	59653360
11	NA	10307_CpG:63_strong-island	10307_CpG:63_strong-island	59661477	59661909
11	NA	10308_CpG:29_strong-island	10308_CpG:29_strong-island	59777352	59777744
11	NA	10309_CpG:53_strong-island	10309_CpG:53_strong-island	59777988	59778672
11	NA	10310_CpG:35_strong-island	10310_CpG:35_strong-island	59859642	59860033
11	NA	10311_CpG:154_strong-island	10311_CpG:154_strong-island	59918380	59919970
11	NA	10312_CpG:39_strong-island	10312_CpG:39_strong-island	59928626	59929055
11	NA	10313_CpG:82_strong-island	10313_CpG:82_strong-island	59953242	59954048
11	NA	10314_CpG:17_strong-island	10314_CpG:17_strong-island	59954210	59954415
11	NA	10315_CpG:153_strong-island	10315_CpG:153_strong-island	59989203	59990818
11	NA	10316_CpG:51_strong-island	10316_CpG:51_strong-island	60023861	60024273
11	NA	10317_CpG:39_strong-island	10317_CpG:39_strong-island	60033823	60034142
11	NA	10318_CpG:27_strong-island	10318_CpG:27_strong-island	60036256	60036465
11	NA	10319_CpG:43_strong-island	10319_CpG:43_strong-island	60166157	60166622
11	NA	10320_CpG:113_strong-island	10320_CpG:113_strong-island	60230242	60231487
11	NA	10321_CpG:35_strong-island	10321_CpG:35_strong-island	60267970	60268397
11	NA	10322_CpG:35_weak-island	10322_CpG:35_weak-island	60290170	60290671
11	NA	10323_CpG:200_strong-island	10323_CpG:200_strong-island	60350630	60352684
11	NA	10324_CpG:21_weak-island	10324_CpG:21_weak-island	60388882	60389169
11	NA	10325_CpG:22_weak-island	10325_CpG:22_weak-island	60497497	60497784
11	NA	10326_CpG:55_strong-island	10326_CpG:55_strong-island	60513196	60513573
11	NA	10327_CpG:47_strong-island	10327_CpG:47_strong-island	60540343	60540766
11	NA	10328_CpG:41_strong-island	10328_CpG:41_strong-island	60541754	60542164
11	NA	10329_CpG:70_strong-island	10329_CpG:70_strong-island	60590290	60591269
11	NA	10330_CpG:115_strong-island	10330_CpG:115_strong-island	60691758	60692671
11	NA	10331_CpG:73_strong-island	10331_CpG:73_strong-island	60726953	60727451
11	NA	10332_CpG:76_strong-island	10332_CpG:76_strong-island	60745010	60745864
11	NA	10333_CpG:118_strong-island	10333_CpG:118_strong-island	60835707	60836756
11	NA	10334_CpG:20_strong-island	10334_CpG:20_strong-island	60882681	60882927
11	NA	10335_CpG:39_strong-island	10335_CpG:39_strong-island	60960735	60961151
11	NA	10336_CpG:71_strong-island	10336_CpG:71_strong-island	60988042	60988968
11	NA	10337_CpG:50_weak-island	10337_CpG:50_weak-island	61080370	61080995
11	NA	10338_CpG:59_strong-island	10338_CpG:59_strong-island	61155939	61156443
11	NA	10339_CpG:30_strong-island	10339_CpG:30_strong-island	61191378	61191657
11	NA	10340_CpG:72_strong-island	10340_CpG:72_strong-island	61221501	61222229
11	NA	10341_CpG:75_strong-island	10341_CpG:75_strong-island	61307031	61307994
11	NA	10342_CpG:44_strong-island	10342_CpG:44_strong-island	61318284	61318829
11	NA	10343_CpG:91_strong-island	10343_CpG:91_strong-island	61392446	61393306
11	NA	10344_CpG:99_strong-island	10344_CpG:99_strong-island	61497496	61498606
11	NA	10345_CpG:38_strong-island	10345_CpG:38_strong-island	61575343	61575637
11	NA	10346_CpG:154_strong-island	10346_CpG:154_strong-island	61667576	61668892
11	NA	10347_CpG:62_strong-island	10347_CpG:62_strong-island	61743288	61743949
11	NA	10348_CpG:62_weak-island	10348_CpG:62_weak-island	61770239	61770873
11	NA	10349_CpG:52_strong-island	10349_CpG:52_strong-island	61890425	61890857
11	NA	10350_CpG:83_weak-island	10350_CpG:83_weak-island	62061999	62062946
11	NA	10351_CpG:91_strong-island	10351_CpG:91_strong-island	62094746	62095436
11	NA	10352_CpG:106_strong-island	10352_CpG:106_strong-island	62270287	62271299
11	NA	10353_CpG:31_strong-island	10353_CpG:31_strong-island	62271778	62272115
11	NA	10354_CpG:114_strong-island	10354_CpG:114_strong-island	62352003	62352939
11	NA	10355_CpG:88_strong-island	10355_CpG:88_strong-island	62364414	62365321
11	NA	10356_CpG:29_strong-island	10356_CpG:29_strong-island	62374194	62374521
11	NA	10357_CpG:55_strong-island	10357_CpG:55_strong-island	62416124	62416673
11	NA	10358_CpG:107_strong-island	10358_CpG:107_strong-island	62461523	62462445
11	NA	10359_CpG:27_strong-island	10359_CpG:27_strong-island	62478313	62478671
11	NA	10360_CpG:40_strong-island	10360_CpG:40_strong-island	62545083	62545469
11	NA	10361_CpG:29_weak-island	10361_CpG:29_weak-island	62570348	62570641
11	NA	10362_CpG:18_strong-island	10362_CpG:18_strong-island	62602904	62603121
11	NA	10363_CpG:36_strong-island	10363_CpG:36_strong-island	62692832	62693190
11	NA	10364_CpG:21_strong-island	10364_CpG:21_strong-island	62944886	62945102
11	NA	10365_CpG:71_weak-island	10365_CpG:71_weak-island	62945916	62946764
11	NA	10366_CpG:58_strong-island	10366_CpG:58_strong-island	63702639	63703180
11	NA	10367_CpG:26_strong-island	10367_CpG:26_strong-island	63732740	63732960
11	NA	10368_CpG:169_strong-island	10368_CpG:169_strong-island	63734011	63735952
11	NA	10369_CpG:28_strong-island	10369_CpG:28_strong-island	63736892	63737172
11	NA	10370_CpG:20_strong-island	10370_CpG:20_strong-island	63737881	63738169
11	NA	10371_CpG:31_weak-island	10371_CpG:31_weak-island	63738678	63739081
11	NA	10372_CpG:37_strong-island	10372_CpG:37_strong-island	63892761	63893190
11	NA	10373_CpG:135_weak-island	10373_CpG:135_weak-island	64248574	64250137
11	NA	10374_CpG:54_strong-island	10374_CpG:54_strong-island	64333766	64334301
11	NA	10375_CpG:59_strong-island	10375_CpG:59_strong-island	64792327	64792884
11	NA	10376_CpG:63_weak-island	10376_CpG:63_weak-island	64975886	64976485
11	NA	10377_CpG:31_weak-island	10377_CpG:31_weak-island	65083337	65083765
11	NA	10378_CpG:85_strong-island	10378_CpG:85_strong-island	65601118	65601899
11	NA	10379_CpG:41_strong-island	10379_CpG:41_strong-island	65620683	65621000
11	NA	10380_CpG:40_weak-island	10380_CpG:40_weak-island	65981594	65982008
11	NA	10381_CpG:180_strong-island	10381_CpG:180_strong-island	66338727	66340388
11	NA	10382_CpG:40_strong-island	10382_CpG:40_strong-island	66866036	66866452
11	NA	10383_CpG:22_strong-island	10383_CpG:22_strong-island	66908044	66908274
11	NA	10384_CpG:23_weak-island	10384_CpG:23_weak-island	67111830	67112145
11	NA	10385_CpG:109_strong-island	10385_CpG:109_strong-island	67268459	67269474
11	NA	10386_CpG:23_strong-island	10386_CpG:23_strong-island	67509040	67509255
11	NA	10387_CpG:91_strong-island	10387_CpG:91_strong-island	67734984	67736044
11	NA	10388_CpG:18_weak-island	10388_CpG:18_weak-island	68026368	68026579
11	NA	10389_CpG:197_strong-island	10389_CpG:197_strong-island	68198430	68200228
11	NA	10390_CpG:21_strong-island	10390_CpG:21_strong-island	68200552	68200796
11	NA	10391_CpG:101_strong-island	10391_CpG:101_strong-island	68213036	68214116
11	NA	10392_CpG:20_weak-island	10392_CpG:20_weak-island	68245520	68245754
11	NA	10393_CpG:23_weak-island	10393_CpG:23_weak-island	68369509	68369777
11	NA	10394_CpG:74_weak-island	10394_CpG:74_weak-island	68504801	68505736
11	NA	10395_CpG:79_weak-island	10395_CpG:79_weak-island	68665995	68666785
11	NA	10396_CpG:46_strong-island	10396_CpG:46_strong-island	68714916	68715400
11	NA	10397_CpG:41_weak-island	10397_CpG:41_weak-island	68781219	68781785
11	NA	10398_CpG:28_strong-island	10398_CpG:28_strong-island	68821799	68822035
11	NA	10399_CpG:37_strong-island	10399_CpG:37_strong-island	68853458	68853864
11	NA	10400_CpG:40_strong-island	10400_CpG:40_strong-island	68859142	68859612
11	NA	10401_CpG:156_strong-island	10401_CpG:156_strong-island	68872795	68874352
11	NA	10402_CpG:36_strong-island	10402_CpG:36_strong-island	68884208	68884564
11	NA	10403_CpG:70_strong-island	10403_CpG:70_strong-island	68901915	68902651
11	NA	10404_CpG:16_strong-island	10404_CpG:16_strong-island	68908658	68908862
11	NA	10405_CpG:28_strong-island	10405_CpG:28_strong-island	68931479	68931716
11	NA	10406_CpG:95_weak-island	10406_CpG:95_weak-island	68935650	68936604
11	NA	10407_CpG:25_strong-island	10407_CpG:25_strong-island	68947741	68948078
11	NA	10408_CpG:73_weak-island	10408_CpG:73_weak-island	69049104	69050124
11	NA	10409_CpG:36_strong-island	10409_CpG:36_strong-island	69137098	69137510
11	NA	10410_CpG:48_strong-island	10410_CpG:48_strong-island	69139781	69140344
11	NA	10411_CpG:20_strong-island	10411_CpG:20_strong-island	69145583	69145821
11	NA	10412_CpG:93_strong-island	10412_CpG:93_strong-island	69153815	69154547
11	NA	10413_CpG:23_weak-island	10413_CpG:23_weak-island	69160057	69160302
11	NA	10414_CpG:83_strong-island	10414_CpG:83_strong-island	69181964	69182741
11	NA	10415_CpG:70_strong-island	10415_CpG:70_strong-island	69208701	69209722
11	NA	10416_CpG:38_strong-island	10416_CpG:38_strong-island	69213227	69213567
11	NA	10417_CpG:129_weak-island	10417_CpG:129_weak-island	69223405	69225379
11	NA	10418_CpG:24_weak-island	10418_CpG:24_weak-island	69231486	69231824
11	NA	10419_CpG:37_strong-island	10419_CpG:37_strong-island	69360015	69360415
11	NA	10420_CpG:41_strong-island	10420_CpG:41_strong-island	69373510	69373896
11	NA	10421_CpG:29_strong-island	10421_CpG:29_strong-island	69392521	69392851
11	NA	10422_CpG:26_strong-island	10422_CpG:26_strong-island	69394909	69395197
11	NA	10423_CpG:78_strong-island	10423_CpG:78_strong-island	69418448	69419349
11	NA	10424_CpG:67_strong-island	10424_CpG:67_strong-island	69446277	69447068
11	NA	10425_CpG:25_strong-island	10425_CpG:25_strong-island	69468969	69469256
11	NA	10426_CpG:29_strong-island	10426_CpG:29_strong-island	69476049	69476299
11	NA	10427_CpG:131_strong-island	10427_CpG:131_strong-island	69484736	69486126
11	NA	10428_CpG:67_strong-island	10428_CpG:67_strong-island	69494903	69495649
11	NA	10429_CpG:87_strong-island	10429_CpG:87_strong-island	69571615	69572821
11	NA	10430_CpG:41_weak-island	10430_CpG:41_weak-island	69579516	69580080
11	NA	10431_CpG:44_weak-island	10431_CpG:44_weak-island	69609001	69609541
11	NA	10432_CpG:58_weak-island	10432_CpG:58_weak-island	69614379	69615136
11	NA	10433_CpG:71_weak-island	10433_CpG:71_weak-island	69617127	69617930
11	NA	10434_CpG:37_strong-island	10434_CpG:37_strong-island	69647525	69647842
11	NA	10435_CpG:68_weak-island	10435_CpG:68_weak-island	69650590	69651361
11	NA	10436_CpG:34_weak-island	10436_CpG:34_weak-island	69659807	69660173
11	NA	10437_CpG:36_weak-island	10437_CpG:36_weak-island	69694512	69694933
11	NA	10438_CpG:89_strong-island	10438_CpG:89_strong-island	69714815	69715811
11	NA	10439_CpG:70_strong-island	10439_CpG:70_strong-island	69727332	69728066
11	NA	10440_CpG:127_strong-island	10440_CpG:127_strong-island	69734027	69735297
11	NA	10441_CpG:101_strong-island	10441_CpG:101_strong-island	69748841	69749939
11	NA	10442_CpG:23_strong-island	10442_CpG:23_strong-island	69761427	69761738
11	NA	10443_CpG:107_weak-island	10443_CpG:107_weak-island	69778887	69780366
11	NA	10444_CpG:32_strong-island	10444_CpG:32_strong-island	69794704	69795141
11	NA	10445_CpG:37_strong-island	10445_CpG:37_strong-island	69804974	69805350
11	NA	10446_CpG:154_strong-island	10446_CpG:154_strong-island	69809074	69811029
11	NA	10447_CpG:59_strong-island	10447_CpG:59_strong-island	69813907	69814491
11	NA	10448_CpG:20_strong-island	10448_CpG:20_strong-island	69835029	69835294
11	NA	10449_CpG:21_weak-island	10449_CpG:21_weak-island	69840356	69840637
11	NA	10450_CpG:73_weak-island	10450_CpG:73_weak-island	70027315	70028263
11	NA	10451_CpG:21_strong-island	10451_CpG:21_strong-island	70033941	70034183
11	NA	10452_CpG:30_strong-island	10452_CpG:30_strong-island	70039934	70040380
11	NA	10453_CpG:35_strong-island	10453_CpG:35_strong-island	70042477	70042959
11	NA	10454_CpG:15_weak-island	10454_CpG:15_weak-island	70043219	70043434
11	NA	10455_CpG:28_strong-island	10455_CpG:28_strong-island	70043843	70044162
11	NA	10456_CpG:85_strong-island	10456_CpG:85_strong-island	70051027	70051915
11	NA	10457_CpG:16_weak-island	10457_CpG:16_weak-island	70053134	70053352
11	NA	10458_CpG:17_weak-island	10458_CpG:17_weak-island	70068646	70068849
11	NA	10459_CpG:60_weak-island	10459_CpG:60_weak-island	70223093	70223780
11	NA	10460_CpG:58_strong-island	10460_CpG:58_strong-island	70245936	70246393
11	NA	10461_CpG:38_strong-island	10461_CpG:38_strong-island	70265337	70265771
11	NA	10462_CpG:25_strong-island	10462_CpG:25_strong-island	70273045	70273271
11	NA	10463_CpG:20_strong-island	10463_CpG:20_strong-island	70279393	70279606
11	NA	10464_CpG:48_strong-island	10464_CpG:48_strong-island	70333535	70334032
11	NA	10465_CpG:46_strong-island	10465_CpG:46_strong-island	70353613	70354009
11	NA	10466_CpG:72_strong-island	10466_CpG:72_strong-island	70376204	70376698
11	NA	10467_CpG:28_strong-island	10467_CpG:28_strong-island	70428854	70429229
11	NA	10468_CpG:50_strong-island	10468_CpG:50_strong-island	70460314	70460807
11	NA	10469_CpG:196_strong-island	10469_CpG:196_strong-island	70467227	70469738
11	NA	10470_CpG:56_strong-island	10470_CpG:56_strong-island	70482660	70483348
11	NA	10471_CpG:55_strong-island	10471_CpG:55_strong-island	70501156	70501679
11	NA	10472_CpG:76_strong-island	10472_CpG:76_strong-island	70513469	70514392
11	NA	10473_CpG:67_strong-island	10473_CpG:67_strong-island	70577581	70578104
11	NA	10474_CpG:47_strong-island	10474_CpG:47_strong-island	70658223	70658556
11	NA	10475_CpG:41_strong-island	10475_CpG:41_strong-island	70783066	70783523
11	NA	10476_CpG:59_strong-island	10476_CpG:59_strong-island	70796141	70796618
11	NA	10477_CpG:67_strong-island	10477_CpG:67_strong-island	70817373	70818121
11	NA	10478_CpG:81_strong-island	10478_CpG:81_strong-island	70832568	70833478
11	NA	10479_CpG:23_weak-island	10479_CpG:23_weak-island	70846683	70846986
11	NA	10480_CpG:106_strong-island	10480_CpG:106_strong-island	71564124	71565174
11	NA	10481_CpG:19_strong-island	10481_CpG:19_strong-island	71855700	71855907
11	NA	10482_CpG:34_strong-island	10482_CpG:34_strong-island	71864517	71864854
11	NA	10483_CpG:59_strong-island	10483_CpG:59_strong-island	71948802	71949262
11	NA	10484_CpG:65_weak-island	10484_CpG:65_weak-island	72020214	72021171
11	NA	10485_CpG:67_strong-island	10485_CpG:67_strong-island	72028406	72029147
11	NA	10486_CpG:78_weak-island	10486_CpG:78_weak-island	72079701	72080822
11	NA	10487_CpG:28_strong-island	10487_CpG:28_strong-island	72127890	72128134
11	NA	10488_CpG:24_strong-island	10488_CpG:24_strong-island	72175372	72175680
11	NA	10489_CpG:85_strong-island	10489_CpG:85_strong-island	72224633	72225396
11	NA	10490_CpG:42_strong-island	10490_CpG:42_strong-island	72254529	72255041
11	NA	10491_CpG:107_strong-island	10491_CpG:107_strong-island	72302347	72303711
11	NA	10492_CpG:177_strong-island	10492_CpG:177_strong-island	72420527	72422003
11	NA	10493_CpG:46_strong-island	10493_CpG:46_strong-island	72503304	72503834
11	NA	10494_CpG:125_strong-island	10494_CpG:125_strong-island	72608925	72610350
11	NA	10495_CpG:56_strong-island	10495_CpG:56_strong-island	72774577	72775098
11	NA	10496_CpG:89_strong-island	10496_CpG:89_strong-island	72832208	72833229
11	NA	10497_CpG:79_strong-island	10497_CpG:79_strong-island	72861169	72861898
11	NA	10498_CpG:69_strong-island	10498_CpG:69_strong-island	72951373	72951892
11	NA	10499_CpG:37_strong-island	10499_CpG:37_strong-island	72973740	72974076
